house_id,amenity_id,amenity_name,description
154,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
155,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
155,7,Basement,A large basement that can be used for storage or additional living space.
155,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
155,10,Gym,A home gym equipped with various exercise machines and weights.
156,11,Security System,An advanced security system to keep your home safe and secure.
156,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
156,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
156,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
157,2,Garage,A spacious garage for secure vehicle parking and storage.
157,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
157,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
157,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
157,12,Smart Home Features,Smart home features including automated lighting and thermostats.
158,15,Laundry Room,A convenient laundry room with washer and dryer.
159,12,Smart Home Features,Smart home features including automated lighting and thermostats.
159,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
159,10,Gym,A home gym equipped with various exercise machines and weights.
159,11,Security System,An advanced security system to keep your home safe and secure.
159,2,Garage,A spacious garage for secure vehicle parking and storage.
160,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
160,2,Garage,A spacious garage for secure vehicle parking and storage.
160,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
161,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
162,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
162,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
162,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
162,7,Basement,A large basement that can be used for storage or additional living space.
163,2,Garage,A spacious garage for secure vehicle parking and storage.
163,13,Hardwood Floors,Elegant hardwood floors throughout the home.
163,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
164,10,Gym,A home gym equipped with various exercise machines and weights.
164,12,Smart Home Features,Smart home features including automated lighting and thermostats.
164,7,Basement,A large basement that can be used for storage or additional living space.
164,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
164,11,Security System,An advanced security system to keep your home safe and secure.
165,11,Security System,An advanced security system to keep your home safe and secure.
165,12,Smart Home Features,Smart home features including automated lighting and thermostats.
165,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
166,10,Gym,A home gym equipped with various exercise machines and weights.
166,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
166,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
166,12,Smart Home Features,Smart home features including automated lighting and thermostats.
167,2,Garage,A spacious garage for secure vehicle parking and storage.
167,11,Security System,An advanced security system to keep your home safe and secure.
167,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
167,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
167,15,Laundry Room,A convenient laundry room with washer and dryer.
168,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
168,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
168,15,Laundry Room,A convenient laundry room with washer and dryer.
168,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
168,10,Gym,A home gym equipped with various exercise machines and weights.
169,10,Gym,A home gym equipped with various exercise machines and weights.
169,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
170,2,Garage,A spacious garage for secure vehicle parking and storage.
171,10,Gym,A home gym equipped with various exercise machines and weights.
171,15,Laundry Room,A convenient laundry room with washer and dryer.
172,15,Laundry Room,A convenient laundry room with washer and dryer.
172,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
172,7,Basement,A large basement that can be used for storage or additional living space.
172,11,Security System,An advanced security system to keep your home safe and secure.
172,12,Smart Home Features,Smart home features including automated lighting and thermostats.
173,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
174,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
174,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
175,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
175,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
176,15,Laundry Room,A convenient laundry room with washer and dryer.
177,11,Security System,An advanced security system to keep your home safe and secure.
177,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
177,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
178,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
178,15,Laundry Room,A convenient laundry room with washer and dryer.
178,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
178,13,Hardwood Floors,Elegant hardwood floors throughout the home.
178,9,Home Office,A dedicated home office space for remote work or study.
179,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
179,2,Garage,A spacious garage for secure vehicle parking and storage.
179,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
179,13,Hardwood Floors,Elegant hardwood floors throughout the home.
179,10,Gym,A home gym equipped with various exercise machines and weights.
180,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
180,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
180,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
180,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
180,13,Hardwood Floors,Elegant hardwood floors throughout the home.
181,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
181,11,Security System,An advanced security system to keep your home safe and secure.
181,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
182,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
182,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
182,9,Home Office,A dedicated home office space for remote work or study.
183,15,Laundry Room,A convenient laundry room with washer and dryer.
183,7,Basement,A large basement that can be used for storage or additional living space.
183,10,Gym,A home gym equipped with various exercise machines and weights.
183,2,Garage,A spacious garage for secure vehicle parking and storage.
183,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
184,15,Laundry Room,A convenient laundry room with washer and dryer.
184,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
184,2,Garage,A spacious garage for secure vehicle parking and storage.
184,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
184,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
